name,category,brand,sku,store,base_size,size,unit_type,unit_value,old_price,current_price,discount,price_per_unit,date,link
brookside dairybest milk 500ml,Milk,Brookside,MilkBrookside500ml,Naivas,500ml,500.0,litres,0.5,61.0,57.0,4.0,114.0,2026-04-10,https://www.naivas.online/brookside-dairy-best-milk-500ml
daima esl fresh milk 500ml,Milk,Daima,MilkDaima500ml,Naivas,500ml,500.0,litres,0.5,0.0,59.0,0.0,118.0,2026-04-10,https://www.naivas.online/daima-esl-fresh-milk-500ml
ilara fresh milk 500ml-pouch,Milk,Ilara,MilkIlara500ml,Naivas,500ml,500.0,litres,0.5,0.0,60.0,0.0,120.0,2026-04-10,https://www.naivas.online/ilara-fresh-milk-500ml-pouch
lato fino 500ml uht,Milk,Lato,MilkLato500ml,Naivas,500ml,500.0,litres,0.5,0.0,62.0,0.0,124.0,2026-04-10,https://www.naivas.online/lato-fino-500ml-uht
royal esl fresh milk 500ml,Milk,Royal,MilkRoyal500ml,Naivas,500ml,500.0,litres,0.5,0.0,54.0,0.0,108.0,2026-04-10,https://www.naivas.online/royal-esl-fresh-milk-500ml
fresha whole milk 5ltr,Milk,Fresha,MilkFresha5l,Naivas,5l,5.0,litres,5.0,0.0,500.0,0.0,100.0,2026-04-10,https://www.naivas.online/fresha-whole-milk-5ltr
brookside milk powder 15g satchet,Milk,Brookside,MilkBrookside15g,Naivas,15g,15.0,kg,0.015,0.0,21.0,0.0,1400.0,2026-04-10,https://www.naivas.online/brookside-milk-powder-15g-satchet
brookside uht milk 1 ltr,Milk,Brookside,MilkBrookside1l,Naivas,1l,1.0,litres,1.0,0.0,159.0,0.0,159.0,2026-04-10,https://www.naivas.online/brookside-uht-milk-1-ltr
brookside uht milk 250ml,Milk,Brookside,MilkBrookside250ml,Naivas,250ml,250.0,litres,0.25,0.0,42.0,0.0,168.0,2026-04-10,https://www.naivas.online/brookside-uht-milk-250ml
kara uht coconut cream 65ml,Milk,Kara,MilkKara65ml,Naivas,65ml,65.0,litres,0.065,0.0,75.0,0.0,1153.8461538461538,2026-04-10,https://www.naivas.online/kara-uht-coconut-cream-65ml
kara uht coconut milk classic 400ml,Milk,Kara,MilkKara400ml,Naivas,400ml,400.0,litres,0.4,0.0,350.0,0.0,875.0,2026-04-10,https://www.naivas.online/kara-uht-coconut-milk-classic-400ml
tuzo uht esl 450ml,Milk,Tuzo,MilkTuzo450ml,Naivas,450ml,450.0,litres,0.45,0.0,52.0,0.0,115.55555555555556,2026-04-10,https://www.naivas.online/tuzo-uht-esl-450ml
tuzo uht whole 1ltr,Milk,Tuzo,MilkTuzo1l,Naivas,1l,1.0,litres,1.0,0.0,149.0,0.0,149.0,2026-04-10,https://www.naivas.online/tuzo-uht-whole-1ltr
brookside milk powder 250g sachet,Milk,Brookside,MilkBrookside250g,Naivas,250g,250.0,kg,0.25,0.0,329.0,0.0,1316.0,2026-04-10,https://www.naivas.online/brookside-milk-powder-250g-sachet
brookside milk powder 450g sachet,Milk,Brookside,MilkBrookside450g,Naivas,450g,450.0,kg,0.45,0.0,550.0,0.0,1222.2222222222222,2026-04-10,https://www.naivas.online/brookside-milk-powder-450g-sachet
miksi milk powder 240g sachet,Milk,Miksi,MilkMiksi240g,Naivas,240g,240.0,kg,0.24,0.0,330.0,0.0,1375.0,2026-04-10,https://www.naivas.online/miksi-milk-powder-240g-satch
miksi milk powder 400gm tin,Milk,Miksi,MilkMiksi400g,Naivas,400g,400.0,kg,0.4,0.0,630.0,0.0,1575.0,2026-04-10,https://www.naivas.online/miksi-milk-powder-400gm-tin
miksi milk powder 450g satchet,Milk,Miksi,MilkMiksi450g,Naivas,450g,450.0,kg,0.45,0.0,610.0,0.0,1355.5555555555554,2026-04-10,https://www.naivas.online/miksi-milk-powder-450g-satchet
miksi milk powder 90g sachet,Milk,Miksi,MilkMiksi90g,Naivas,90g,90.0,kg,0.09,0.0,120.0,0.0,1333.3333333333337,2026-04-10,https://www.naivas.online/miksi-milk-powder-90g-sachet
tuzo uht whole 250ml,Milk,Tuzo,MilkTuzo250ml,Naivas,250ml,250.0,litres,0.25,0.0,40.0,0.0,160.0,2026-04-10,https://www.naivas.online/tuzo-uht-whole-250ml
kara uht coconut cream 200ml,Milk,Kara,MilkKara200ml,Naivas,200ml,200.0,litres,0.2,0.0,240.0,0.0,1200.0,2026-04-10,https://www.naivas.online/kara-uht-coconut-cream-200ml
bio uht whole milk tetra pack 1ltr,Milk,Bio,MilkBio1l,Naivas,1l,1.0,litres,1.0,0.0,169.0,0.0,169.0,2026-04-10,https://www.naivas.online/bio-uht-whole-milk-tetra-pack-1ltr
vito fino milk 500ml,Milk,Vito,MilkVito500ml,Naivas,500ml,500.0,litres,0.5,0.0,48.0,0.0,96.0,2026-04-10,https://www.naivas.online/vito-fino-milk-500ml
naivas fino uht milk 500ml,Milk,Naivas,MilkNaivas500ml,Naivas,500ml,500.0,litres,0.5,52.0,49.0,3.0,98.0,2026-04-10,https://www.naivas.online/naivas-fino-uht-milk-500ml
bio fresh semi skimmed milk 2 l,Milk,Bio,MilkBio2l,Naivas,2l,2.0,litres,2.0,0.0,299.0,0.0,149.5,2026-04-10,https://www.naivas.online/-bio-fresh-semi-skimmed-milk-2-l
fresha maisha l/life uht 250ml,Milk,Fresha,MilkFresha250ml,Naivas,250ml,250.0,litres,0.25,0.0,30.0,0.0,120.0,2026-04-10,https://www.naivas.online/fresha-maisha-long-life-uht-250ml
fresha maisha l/life uht 500ml,Milk,Fresha,MilkFresha500ml,Naivas,500ml,500.0,litres,0.5,0.0,60.0,0.0,120.0,2026-04-10,https://www.naivas.online/fresha-maisha-long-life-uht-500ml
fresha whole milk tca 200ml,Milk,Fresha,MilkFresha200ml,Naivas,200ml,200.0,litres,0.2,0.0,28.0,0.0,140.0,2026-04-10,https://www.naivas.online/fresha-whole-milk-tca-200ml
k.c.c fresh w/fino milk 500ml,Milk,K.c.c,MilkK.c.c500ml,Naivas,500ml,500.0,litres,0.5,0.0,59.0,0.0,118.0,2026-04-10,https://www.naivas.online/kcc-fresh-fino-milk-500ml
mt.kenya prem tfa/fino milk 500ml,Milk,Mt.kenya,MilkMt.kenya500ml,Naivas,500ml,500.0,litres,0.5,0.0,59.0,0.0,118.0,2026-04-10,https://www.naivas.online/mtkenya-prem-tfafino-milk-500ml
tuzo fresh milk 200ml tca,Milk,Tuzo,MilkTuzo200ml,Naivas,200ml,200.0,litres,0.2,0.0,32.0,0.0,160.0,2026-04-10,https://www.naivas.online/tuzo-fresh-milk-200ml-tca
tuzo whole milk 500ml fino,Milk,Tuzo,MilkTuzo500ml,Naivas,500ml,500.0,litres,0.5,0.0,60.0,0.0,120.0,2026-04-10,https://www.naivas.online/tuzo-whole-milk-500ml-fino
nu ziwa almond unsweetened milk 1ltr,Milk,Nu,MilkNu1l,Naivas,1l,1.0,litres,1.0,0.0,480.0,0.0,480.0,2026-04-10,https://www.naivas.online/nu-ziwa-almond-unsweetened-milk-1ltr
aptamil growing up formula milk 800g,Milk,Aptamil,MilkAptamil800g,Naivas,800g,800.0,kg,0.8,0.0,3900.0,0.0,4875.0,2026-04-10,https://www.naivas.online/aptamil-growing-up-formula-milk-800g
nestle' nan 3 probiotic milk 400g,Milk,Nestle',MilkNestle'400g,Naivas,400g,400.0,kg,0.4,0.0,1960.0,0.0,4900.0,2026-04-10,https://www.naivas.online/nestle-nan-3-probiotic-milk-400g
brookside standard fresh milk 2ltr,Milk,Brookside,MilkBrookside2l,Naivas,2l,2.0,litres,2.0,0.0,259.0,0.0,129.5,2026-04-10,https://www.naivas.online/brookside-fresh-milk-2ltr-std
bio lactose free milk 500ml,Milk,Bio,MilkBio500ml,Naivas,500ml,500.0,litres,0.5,0.0,145.0,0.0,290.0,2026-04-10,https://www.naivas.online/bio-lactose-free-milk-500ml
economy sugar white 5kg,Sugar,Economy,SugarEconomy5kg,Naivas,5kg,5.0,kg,5.0,0.0,699.0,0.0,139.8,2026-04-10,https://www.naivas.online/economy-sugar-white-5kg
naivas sugar white 5kg,Sugar,Naivas,SugarNaivas5kg,Naivas,5kg,5.0,kg,5.0,0.0,699.0,0.0,139.8,2026-04-10,https://www.naivas.online/naivas-sugar-white-5kg
mumias sugar packed 2 kg,Sugar,Mumias,SugarMumias2kg,Naivas,2kg,2.0,kg,2.0,0.0,305.0,0.0,152.5,2026-04-10,https://www.naivas.online/mumias-sugar-packed-2-kg
mumias sugar packed 1 kg,Sugar,Mumias,SugarMumias1kg,Naivas,1kg,1.0,kg,1.0,0.0,155.0,0.0,155.0,2026-04-10,https://www.naivas.online/mumias-sugar-packed-1-kg
clovers brown sugar with molasses 500g,Sugar,Clovers,SugarClovers500g,Naivas,500g,500.0,kg,0.5,0.0,145.0,0.0,290.0,2026-04-10,https://www.naivas.online/clovers-brown-sugar-with-molasses-500g
kabras packed sugar white 1kg,Sugar,Kabras,SugarKabras1kg,Naivas,1kg,1.0,kg,1.0,0.0,155.0,0.0,155.0,2026-04-10,https://www.naivas.online/kabras-packed-sugar-white-1kg
kabras packed sugar white 2kg,Sugar,Kabras,SugarKabras2kg,Naivas,2kg,2.0,kg,2.0,0.0,305.0,0.0,152.5,2026-04-10,https://www.naivas.online/kabras-packed-sugar-white-2kg
naivas local sugar white 1kg,Sugar,Naivas,SugarNaivas1kg,Naivas,1kg,1.0,kg,1.0,0.0,145.0,0.0,145.0,2026-04-10,https://www.naivas.online/naivas-local-sugar-white-1kg
naivas local sugar white 2kg,Sugar,Naivas,SugarNaivas2kg,Naivas,2kg,2.0,kg,2.0,0.0,289.0,0.0,144.5,2026-04-10,https://www.naivas.online/naivas-local-sugar-white-2kg
nutrameal packed sugar white 2kg,Sugar,Nutrameal,SugarNutrameal2kg,Naivas,2kg,2.0,kg,2.0,0.0,305.0,0.0,152.5,2026-04-10,https://www.naivas.online/nutrameal-packed-sugar-white-2kg
nutrameal packed sugar white 1kg,Sugar,Nutrameal,SugarNutrameal1kg,Naivas,1kg,1.0,kg,1.0,0.0,155.0,0.0,155.0,2026-04-10,https://www.naivas.online/nutrameal-packed-sugar-white-1kg
nutrameal packed sugar 5kg,Sugar,Nutrameal,SugarNutrameal5kg,Naivas,5kg,5.0,kg,5.0,0.0,765.0,0.0,153.0,2026-04-10,https://www.naivas.online/nutrameal-packed-sugar-5kg
economy white sugar 2 kg,Sugar,Economy,SugarEconomy2kg,Naivas,2kg,2.0,kg,2.0,0.0,289.0,0.0,144.5,2026-04-10,https://www.naivas.online/economy-white-sugar-2-kg
economy white sugar 1 kg,Sugar,Economy,SugarEconomy1kg,Naivas,1kg,1.0,kg,1.0,0.0,145.0,0.0,145.0,2026-04-10,https://www.naivas.online/Economy-White-Sugar-1-Kg
fresh wholemeal bread 400g,Bread,Fresh,BreadFresh400g,Naivas,400g,400.0,kg,0.4,0.0,56.0,0.0,140.0,2026-04-10,https://www.naivas.online/fm-wholemeal-bread-400g
fm white bread 600g,Bread,Fm,BreadFm600g,Naivas,600g,600.0,kg,0.6,0.0,88.0,0.0,146.66666666666669,2026-04-10,https://www.naivas.online/fm-white-bread-600g
festive family brown bread 600g,Bread,Festive,BreadFestive600g,Naivas,600g,600.0,kg,0.6,0.0,100.0,0.0,166.66666666666669,2026-04-10,https://www.naivas.online/festive-family-brown-bread-600g
festive milky white bread 800g,Milk,Festive,MilkFestive800g,Naivas,800g,800.0,kg,0.8,0.0,130.0,0.0,162.5,2026-04-10,https://www.naivas.online/festive-milky-white-bread-800g
fm white bread 800gm,Bread,Fm,BreadFm800g,Naivas,800g,800.0,kg,0.8,0.0,115.0,0.0,143.75,2026-04-10,https://www.naivas.online/fm-white-bread-800gm
broadways brown sliced bread 400g,Bread,Broadways,BreadBroadways400g,Naivas,400g,400.0,kg,0.4,0.0,65.0,0.0,162.5,2026-04-10,https://www.naivas.online/broadways-brown-sliced-bread-400g
broadway brown sandwich sliced bread 600g,Bread,Broadway,BreadBroadway600g,Naivas,600g,600.0,kg,0.6,0.0,97.0,0.0,161.66666666666669,2026-04-10,https://www.naivas.online/broadway-brown-sandwich-sliced-bread-600g
broadways white sandwich sliced bread 600g,Bread,Broadways,BreadBroadways600g,Naivas,600g,600.0,kg,0.6,0.0,97.0,0.0,161.66666666666669,2026-04-10,https://www.naivas.online/broadways-white-sandwich-sliced-bread-600g
festive brown bread 1.5kg,Bread,Festive,BreadFestive5kg,Naivas,5kg,5.0,kg,5.0,0.0,240.0,0.0,48.0,2026-04-10,https://www.naivas.online/festive-brown-bread-1-5kg
festive white bread 400gm,Bread,Festive,BreadFestive400g,Naivas,400g,400.0,kg,0.4,0.0,63.0,0.0,157.5,2026-04-10,https://www.naivas.online/festive-white-bread-400g
supa brown barrel bread 600g,Bread,Supa,BreadSupa600g,Naivas,600g,600.0,kg,0.6,0.0,100.0,0.0,166.66666666666669,2026-04-10,https://www.naivas.online/supa-brown-barrel-bread-600g
supa loaf sandwich bread 1.5kg,Bread,Supa,BreadSupa5kg,Naivas,5kg,5.0,kg,5.0,0.0,240.0,0.0,48.0,2026-04-10,https://www.naivas.online/supa-loaf-sandwich-bread-1-5kg
supa loaf white bread 800g,Bread,Supa,BreadSupa800g,Naivas,800g,800.0,kg,0.8,0.0,130.0,0.0,162.5,2026-04-10,https://www.naivas.online/supa-loaf-white-bread-800g
supa loaf white bread 400gm ct,Bread,Supa,BreadSupa400g,Naivas,400g,400.0,kg,0.4,0.0,65.0,0.0,162.5,2026-04-10,https://www.naivas.online/supa-loaf-white-bread-400gm-ct
festive whole bread 800g,Bread,Festive,BreadFestive800g,Naivas,800g,800.0,kg,0.8,0.0,130.0,0.0,162.5,2026-04-10,https://www.naivas.online/festive-whole-bread-800g
cil aromatic blended rice 2 kg,Rice,Cil,RiceCil2kg,Naivas,2kg,2.0,kg,2.0,0.0,365.0,0.0,182.5,2026-04-10,https://www.naivas.online/cil-aromatic-blended-rice-2-kg
cil aromatic brown rice 1kg,Rice,Cil,RiceCil1kg,Naivas,1kg,1.0,kg,1.0,0.0,349.0,0.0,349.0,2026-04-10,https://www.naivas.online/cil-aromatic-brown-rice-1kg
cil pishori aromatic rice 5kg,Rice,Cil,RiceCil5kg,Naivas,5kg,5.0,kg,5.0,0.0,1499.0,0.0,299.8,2026-04-10,https://www.naivas.online/cil-pishori-aromatic-rice-5kg
daawat aromatic rice 1kg,Rice,Daawat,RiceDaawat1kg,Naivas,1kg,1.0,kg,1.0,0.0,299.0,0.0,299.0,2026-04-10,https://www.naivas.online/daawat-aromatic-rice-1kg
daawat aromatic rice 2kg,Rice,Daawat,RiceDaawat2kg,Naivas,2kg,2.0,kg,2.0,0.0,595.0,0.0,297.5,2026-04-10,https://www.naivas.online/daawat-aromatic-rice-2kg
daawat aromatic rice 5kg,Rice,Daawat,RiceDaawat5kg,Naivas,5kg,5.0,kg,5.0,0.0,1469.0,0.0,293.8,2026-04-10,https://www.naivas.online/daawat-aromatic-rice-5kg
daawat basmatic rice 25kg,Rice,Daawat,RiceDaawat25kg,Naivas,25kg,25.0,kg,25.0,0.0,7915.0,0.0,316.6,2026-04-10,https://www.naivas.online/daawat-basmatic-rice-25kg
farmnaivas pakistani rice 1 kg,Rice,Farmnaivas,RiceFarmnaivas1kg,Naivas,1kg,1.0,kg,1.0,0.0,160.0,0.0,160.0,2026-04-10,https://www.naivas.online/farmnaivas-pakistani-rice-1-kg
farmnaivas pishori rice 2 kg,Rice,Farmnaivas,RiceFarmnaivas2kg,Naivas,2kg,2.0,kg,2.0,530.0,489.0,41.0,244.5,2026-04-10,https://www.naivas.online/farmnaivas-pishori-rice-2-kg
pearl pishori rice 10kg,Rice,Pearl,RicePearl10kg,Naivas,10kg,10.0,kg,10.0,0.0,3174.0,0.0,317.4,2026-04-10,https://www.naivas.online/pearl-pishori-rice-10kg
pearl pishori rice 1kg,Rice,Pearl,RicePearl1kg,Naivas,1kg,1.0,kg,1.0,0.0,323.0,0.0,323.0,2026-04-10,https://www.naivas.online/pearl-pishori-rice-1kg
pearl pishori rice 2kg,Rice,Pearl,RicePearl2kg,Naivas,2kg,2.0,kg,2.0,0.0,644.0,0.0,322.0,2026-04-10,https://www.naivas.online/pearl-pishori-rice-2kg
pearl pishori rice 5kg,Rice,Pearl,RicePearl5kg,Naivas,5kg,5.0,kg,5.0,0.0,1599.0,0.0,319.8,2026-04-10,https://www.naivas.online/pearl-pishori-rice-5kg
ranee prem basmati rice 1 kg,Rice,Ranee,RiceRanee1kg,Naivas,1kg,1.0,kg,1.0,0.0,375.0,0.0,375.0,2026-04-10,https://www.naivas.online/ranee-prem-basmati-rice-1kg
ranee premium basmati rice 2kg,Rice,Ranee,RiceRanee2kg,Naivas,2kg,2.0,kg,2.0,0.0,746.0,0.0,373.0,2026-04-10,https://www.naivas.online/ranee-prem-basmati-rice-2kg
ranee premium basmati rice 5 kg,Rice,Ranee,RiceRanee5kg,Naivas,5kg,5.0,kg,5.0,0.0,1855.0,0.0,371.0,2026-04-10,https://www.naivas.online/ranee-premium-basmati-rice-5kg
royal umbrella thai jasmine rice 2kg,Rice,Royal,RiceRoyal2kg,Naivas,2kg,2.0,kg,2.0,0.0,999.0,0.0,499.5,2026-04-10,https://www.naivas.online/royal-umbrella-thai-jasmine-rice-2kg
priceless biryani rice 25 kg,Rice,Priceless,RicePriceless25kg,Naivas,25kg,25.0,kg,25.0,0.0,4600.0,0.0,184.0,2026-04-10,https://www.naivas.online/priceless-biryani-rice-25-kg
sunrice thai jasmine rice 2kg,Rice,Sunrice,RiceSunrice2kg,Naivas,2kg,2.0,kg,2.0,805.0,684.0,121.0,342.0,2026-04-10,https://www.naivas.online/sunrice-thai-jasmine-rice-2kg
sunrice pishori rice 5kg,Rice,Sunrice,RiceSunrice5kg,Naivas,5kg,5.0,kg,5.0,0.0,1459.0,0.0,291.8,2026-04-10,https://www.naivas.online/sunrice-mwea-pishori-5kg
sunrice long grain rice 1 kg,Rice,Sunrice,RiceSunrice1kg,Naivas,1kg,1.0,kg,1.0,0.0,189.0,0.0,189.0,2026-04-10,https://www.naivas.online/sunrice-long-grain-rice-1kg
sunrice basmati rice 10 kg,Rice,Sunrice,RiceSunrice10kg,Naivas,10kg,10.0,kg,10.0,0.0,3220.0,0.0,322.0,2026-04-10,https://www.naivas.online/sunrice-basmati-rice-10-kg
s & s pishori rice 5kg,Rice,S,RiceS5kg,Naivas,5kg,5.0,kg,5.0,0.0,1479.0,0.0,295.8,2026-04-10,https://www.naivas.online/s-s-pishori-rice-5kg
s & s pishori rice 2kg,Rice,S,RiceS2kg,Naivas,2kg,2.0,kg,2.0,0.0,595.0,0.0,297.5,2026-04-10,https://www.naivas.online/s-s-pishori-rice-2kg
s & s pishori rice 1kg,Rice,S,RiceS1kg,Naivas,1kg,1.0,kg,1.0,0.0,305.0,0.0,305.0,2026-04-10,https://www.naivas.online/s-s-pishori-rice-1kg
royal umbrella thai jasmine rice 5kg,Rice,Royal,RiceRoyal5kg,Naivas,5kg,5.0,kg,5.0,0.0,2450.0,0.0,490.0,2026-04-10,https://www.naivas.online/royal-umbrella-thai-jasmine-rice-5kg
naivas pakistan long grain rice 2kg,Rice,Naivas,RiceNaivas2kg,Naivas,2kg,2.0,kg,2.0,320.0,290.0,30.0,145.0,2026-04-10,https://www.naivas.online/naivas-pakistan-long-grain-rice-2kg
naivas white long grain rice 5kg,Rice,Naivas,RiceNaivas5kg,Naivas,5kg,5.0,kg,5.0,800.0,699.0,101.0,139.8,2026-04-10,https://www.naivas.online/naivas-white-long-grain-rice-5kg
naivas kenya pishori rice 1kg,Rice,Naivas,RiceNaivas1kg,Naivas,1kg,1.0,kg,1.0,0.0,265.0,0.0,265.0,2026-04-10,https://www.naivas.online/naivas-kenya-pishori-rice-1kg
kings mps long grain rice 2kg,Rice,Kings,RiceKings2kg,Naivas,2kg,2.0,kg,2.0,0.0,369.0,0.0,184.5,2026-04-10,https://www.naivas.online/kings-mps-long-grain-rice-2kg
kcl mwea pishori rice 5kg,Rice,Kcl,RiceKcl5kg,Naivas,5kg,5.0,kg,5.0,0.0,1455.0,0.0,291.0,2026-04-10,https://www.naivas.online/kcl-mwea-pishori-rice-5kg
kcl mwea pishori rice 2kg,Rice,Kcl,RiceKcl2kg,Naivas,2kg,2.0,kg,2.0,0.0,585.0,0.0,292.5,2026-04-10,https://www.naivas.online/kcl-mwea-pishori-rice-2kg
kcl mwea pishori rice 1kg,Rice,Kcl,RiceKcl1kg,Naivas,1kg,1.0,kg,1.0,0.0,305.0,0.0,305.0,2026-04-10,https://www.naivas.online/kcl-mwea-pishori-rice-1kg
jamii pure mwea pishori rice 5kg,Rice,Jamii,RiceJamii5kg,Naivas,5kg,5.0,kg,5.0,1450.0,999.0,451.0,199.8,2026-04-10,https://www.naivas.online/jamii-pure-mwea-pishori-rice-5kg
jamii pure mwea pishori rice 2kg,Rice,Jamii,RiceJamii2kg,Naivas,2kg,2.0,kg,2.0,590.0,489.0,101.0,244.5,2026-04-10,https://www.naivas.online/jamii-pure-mwea-pishori-rice-2kg
jamii pishori rice 1kg,Rice,Jamii,RiceJamii1kg,Naivas,1kg,1.0,kg,1.0,300.0,249.0,51.0,249.0,2026-04-10,https://www.naivas.online/jamii-pishori-rice-1kg
farmnaivas thailand rice 5 kg,Rice,Farmnaivas,RiceFarmnaivas5kg,Naivas,5kg,5.0,kg,5.0,1165.0,989.0,176.0,197.8,2026-04-10,https://www.naivas.online/farmnaivas-thailand-rice-5-kg
fit choco rice 100 gm,Rice,Fit,RiceFit100g,Naivas,100g,100.0,kg,0.1,0.0,155.0,0.0,1550.0,2026-04-10,https://www.naivas.online/fit-choco-rice-100-gm
fit choco rice 400 gm,Rice,Fit,RiceFit400g,Naivas,400g,400.0,kg,0.4,0.0,435.0,0.0,1087.5,2026-04-10,https://www.naivas.online/fit-choco-rice-400-gm
kellogg's rice krispies 375 g,Rice,Kellogg's,RiceKellogg's375g,Naivas,375g,375.0,kg,0.375,0.0,1030.0,0.0,2746.6666666666665,2026-04-10,https://www.naivas.online/kelloggs-rice-krispies-375-g
morning harvest choco rice 250g,Rice,Morning,RiceMorning250g,Naivas,250g,250.0,kg,0.25,0.0,329.0,0.0,1316.0,2026-04-10,https://www.naivas.online/morning-harvest-choco-rice-250g
morning harvest choco rice value 450g,Rice,Morning,RiceMorning450g,Naivas,450g,450.0,kg,0.45,0.0,529.0,0.0,1175.5555555555554,2026-04-10,https://www.naivas.online/morning-harvest-choco-rice-value-450g
temmy's choco rice 250g,Rice,Temmy's,RiceTemmy's250g,Naivas,250g,250.0,kg,0.25,0.0,420.0,0.0,1680.0,2026-04-10,https://www.naivas.online/temmys-choco-rice-250g
tropical heat rice cake brown 100 g,Rice,Tropical,RiceTropical100g,Naivas,100g,100.0,kg,0.1,0.0,180.0,0.0,1800.0,2026-04-10,https://www.naivas.online/tropical-h-brown-rice-cake-100g
tropical heat rice cakes cheese 165 g,Rice,Tropical,RiceTropical165g,Naivas,165g,165.0,kg,0.165,0.0,210.0,0.0,1272.7272727272727,2026-04-10,https://www.naivas.online/tropical-h-cheese-rice-cakes-165g
tropical heat rice cakes salt & vinegar flavour 155g,Rice,Tropical,RiceTropical155g,Naivas,155g,155.0,kg,0.155,0.0,210.0,0.0,1354.8387096774193,2026-04-10,https://www.naivas.online/tropical-h-salt-vinegar-rice-cakes-155g
falcon himalayan basmati rice 5kg,Rice,Falcon,RiceFalcon5kg,Naivas,5kg,5.0,kg,5.0,0.0,1725.0,0.0,345.0,2026-04-10,https://www.naivas.online/falcon-himalayan-basmati-rice-5kg
kpl long grain rice 5kg,Rice,Kpl,RiceKpl5kg,Naivas,5kg,5.0,kg,5.0,0.0,675.0,0.0,135.0,2026-04-10,https://www.naivas.online/kpl-long-grain-rice-5kg
nice brown rice 2kg,Rice,Nice,RiceNice2kg,Naivas,2kg,2.0,kg,2.0,0.0,520.0,0.0,260.0,2026-04-10,https://www.naivas.online/nice-brown-rice-2kg
nutrameal kpl long grain rice 1kg,Rice,Nutrameal,RiceNutrameal1kg,Naivas,1kg,1.0,kg,1.0,0.0,165.0,0.0,165.0,2026-04-10,https://www.naivas.online/nutrameal-kpl-long-grain-rice-1kg
nutrameal kpl long grain rice 2kg,Rice,Nutrameal,RiceNutrameal2kg,Naivas,2kg,2.0,kg,2.0,0.0,330.0,0.0,165.0,2026-04-10,https://www.naivas.online/nutrameal-kpl-long-grain-rice-2kg
s&s natural brown rice 1kg,Rice,S&s,RiceS&s1kg,Naivas,1kg,1.0,kg,1.0,0.0,339.0,0.0,339.0,2026-04-10,https://www.naivas.online/s-s-natural-brown-rice-1kg
tango long grain rice 1kg,Rice,Tango,RiceTango1kg,Naivas,1kg,1.0,kg,1.0,0.0,175.0,0.0,175.0,2026-04-10,https://www.naivas.online/tango-long-grain-rice-1kg
tango long grain rice 2kg,Rice,Tango,RiceTango2kg,Naivas,2kg,2.0,kg,2.0,0.0,329.0,0.0,164.5,2026-04-10,https://www.naivas.online/tango-long-grain-rice-2kg
ranee chef's special parboiled basmati rice 1 kg,Cooking Oil,Ranee,Cooking OilRanee1kg,Naivas,1kg,1.0,kg,1.0,0.0,355.0,0.0,355.0,2026-04-10,https://www.naivas.online/ranee-chefs-special-parboiled-basmati-rice-1-kg
ranee chef's special parboiled basmati rice 2 kg,Cooking Oil,Ranee,Cooking OilRanee2kg,Naivas,2kg,2.0,kg,2.0,0.0,699.0,0.0,349.5,2026-04-10,https://www.naivas.online/ranee-chef-s-special-parboiled-basmati-rice-2-kg
ranee chefs special parboiled basmati rice 5 kg,Cooking Oil,Ranee,Cooking OilRanee5kg,Naivas,5kg,5.0,kg,5.0,0.0,1725.0,0.0,345.0,2026-04-10,https://www.naivas.online/ranee-chefs-special-parboiled-basmati-rice-5-kg
winnie's pure health brown rice 1kg,Rice,Winnie's,RiceWinnie's1kg,Naivas,1kg,1.0,kg,1.0,0.0,395.0,0.0,395.0,2026-04-10,https://www.naivas.online/winnie-s-pure-health-brown-rice-1kg
masterchef cooking oil 1ltr,Cooking Oil,Masterchef,Cooking OilMasterchef1l,Naivas,1l,1.0,litres,1.0,0.0,319.0,0.0,319.0,2026-04-10,https://www.naivas.online/masterchef-cooking-oil-1ltr
dola cooking oil 1ltr,Cooking Oil,Dola,Cooking OilDola1l,Naivas,1l,1.0,litres,1.0,0.0,319.0,0.0,319.0,2026-04-10,https://www.naivas.online/dola-cooking-oil-1ltr
dola cooking oil 3ltr,Cooking Oil,Dola,Cooking OilDola3l,Naivas,3l,3.0,litres,3.0,0.0,899.0,0.0,299.6666666666667,2026-04-10,https://www.naivas.online/dola-cooking-oil-3ltr
dola cooking oil 5ltr,Cooking Oil,Dola,Cooking OilDola5l,Naivas,5l,5.0,litres,5.0,1419.0,1199.0,220.0,239.8,2026-04-10,https://www.naivas.online/dola-cooking-oil-5ltr
elianto cooking oil 20ltr,Cooking Oil,Elianto,Cooking OilElianto20l,Naivas,20l,20.0,litres,20.0,0.0,10150.0,0.0,507.5,2026-04-10,https://www.naivas.online/elianto-cooking-oil-20ltr
masterchef cooking oil 5ltr,Cooking Oil,Masterchef,Cooking OilMasterchef5l,Naivas,5l,5.0,litres,5.0,0.0,1419.0,0.0,283.8,2026-04-10,https://www.naivas.online/masterchef-cooking-oil-5ltr
masterchef cooking oil 3ltr,Cooking Oil,Masterchef,Cooking OilMasterchef3l,Naivas,3l,3.0,litres,3.0,899.0,799.0,100.0,266.3333333333333,2026-04-10,https://www.naivas.online/masterchef-cooking-oil-3ltr
flora cooking oil 3ltr,Cooking Oil,Flora,Cooking OilFlora3l,Naivas,3l,3.0,litres,3.0,0.0,1067.0,0.0,355.6666666666667,2026-04-10,https://www.naivas.online/flora-cooking-oil-3ltr
