name,category,brand,sku,store,base_size,size,unit_type,unit_value,old_price,current_price,discount,price_per_unit,date,link
guru blended prem pishori rice 2kg,Rice,Guru,RiceGuru2kg,Quickmart,2kg,2.0,kg,2.0,0.0,500.0,0.0,250.0,2026-04-27,https://www.quickmart.co.ke/guru-blended-prem-pishori-rice-2kg-40
pearl super basmati rice 5kg,Rice,Pearl,RicePearl5kg,Quickmart,5kg,5.0,kg,5.0,1955.0,1662.0,293.0,332.4,2026-04-27,https://www.quickmart.co.ke/pearl-super-basmati-rice-5kg-40
pearl super basmati rice 1kg,Rice,Pearl,RicePearl1kg,Quickmart,1kg,1.0,kg,1.0,0.0,395.0,0.0,395.0,2026-04-27,https://www.quickmart.co.ke/pearl-super-basmati-rice-1kg-13
quick choice white basmatic rice 2kg,Rice,Quick,RiceQuick2kg,Quickmart,2kg,2.0,kg,2.0,0.0,478.0,0.0,239.0,2026-04-27,https://www.quickmart.co.ke/quick-choice-white-basmatic-rice-2kg-13
kcl mrpp mwea variety rice 5kg,Rice,Kcl,RiceKcl5kg,Quickmart,5kg,5.0,kg,5.0,0.0,1047.0,0.0,209.4,2026-04-27,https://www.quickmart.co.ke/kcl-mrpp-mwea-variety-rice-5kg-12
ranee rice long grain 2kg everyday,Rice,Ranee,RiceRanee2kg,Quickmart,2kg,2.0,kg,2.0,0.0,340.0,0.0,170.0,2026-04-27,https://www.quickmart.co.ke/ranee-rice-long-grain-2kg-everyday-12
ranee long grain rice 5kg,Rice,Ranee,RiceRanee5kg,Quickmart,5kg,5.0,kg,5.0,0.0,842.0,0.0,168.4,2026-04-27,https://www.quickmart.co.ke/ranee-long-grain-rice-5kg-57
s&s mwea pishori rice 5kg,Rice,S&s,RiceS&s5kg,Quickmart,5kg,5.0,kg,5.0,0.0,1474.0,0.0,294.8,2026-04-27,https://www.quickmart.co.ke/s-s-mwea-pishori-rice-5kg-3
vegetable rice – 400g,Rice,Vegetable,RiceVegetable400g,Quickmart,400g,400.0,kg,0.4,0.0,219.6,0.0,549.0,2026-04-27,https://www.quickmart.co.ke/vegetable-rice-–-400g-22
s&s kings rice long grain 2kg,Rice,S&s,RiceS&s2kg,Quickmart,2kg,2.0,kg,2.0,0.0,320.0,0.0,160.0,2026-04-27,https://www.quickmart.co.ke/s-s-kings-rice-long-grain-2kg-6
merry's gold pure pishori rice 1kg,Rice,Merry's,RiceMerry's1kg,Quickmart,1kg,1.0,kg,1.0,0.0,251.0,0.0,251.0,2026-04-27,https://www.quickmart.co.ke/merry's-gold-pure-pishori-rice-1kg-40
merry's gold pure pishori rice 5kg,Rice,Merry's,RiceMerry's5kg,Quickmart,5kg,5.0,kg,5.0,1172.0,1049.0,123.0,209.8,2026-04-27,https://www.quickmart.co.ke/merry's-gold-pure-pishori-rice-5kg-40
cil brown rice 1kg,Rice,Cil,RiceCil1kg,Quickmart,1kg,1.0,kg,1.0,0.0,349.0,0.0,349.0,2026-04-27,https://www.quickmart.co.ke/cil-brown-rice-1kg-40
pearl pishori rice long grain 1kg,Rice,Pearl,RicePearl1kg,Quickmart,1kg,1.0,kg,1.0,0.0,324.0,0.0,324.0,2026-04-27,https://www.quickmart.co.ke/pearl-pishori-rice-long-grain-1kg-57
224 long grain rice 2kg,Rice,224,Rice224224l,Quickmart,224l,224.0,litres,224.0,0.0,322.0,0.0,1.4375,2026-04-27,https://www.quickmart.co.ke/224-long-grain-rice-2kg-3
224 long grain rice 1kg,Rice,224,Rice224224l,Quickmart,224l,224.0,litres,224.0,0.0,162.0,0.0,0.7232142857142857,2026-04-27,https://www.quickmart.co.ke/224-long-grain-rice-1kg-3
sunrice kenya pishori 5kg,Rice,Sunrice,RiceSunrice5kg,Quickmart,5kg,5.0,kg,5.0,0.0,1480.0,0.0,296.0,2026-04-27,https://www.quickmart.co.ke/sunrice-kenya-pishori-5kg-40
s&s mwea pishori rice 1kg,Rice,S&s,RiceS&s1kg,Quickmart,1kg,1.0,kg,1.0,0.0,302.0,0.0,302.0,2026-04-27,https://www.quickmart.co.ke/s-s-mwea-pishori-rice-1kg-12
daawat biryani rice 5kg,Rice,Daawat,RiceDaawat5kg,Quickmart,5kg,5.0,kg,5.0,1359.0,1199.0,160.0,239.8,2026-04-27,https://www.quickmart.co.ke/daawat-biryani-rice-5kg-3
cereal box mwea pishori rice dmc per 500g,Rice,Cereal,RiceCereal500g,Quickmart,500g,500.0,kg,0.5,0.0,132.5,0.0,265.0,2026-04-27,https://www.quickmart.co.ke/cereal-box-mwea-pishori-rice-dmc-per-500g-1
morning harvest choco rice bag 450g,Rice,Morning,RiceMorning450g,Quickmart,450g,450.0,kg,0.45,0.0,529.0,0.0,1175.5555555555554,2026-04-27,https://www.quickmart.co.ke/morning-harvest-choco-rice-bag-450g-57
cereal box sindano rice per 500g,Rice,Cereal,RiceCereal500g,Quickmart,500g,500.0,kg,0.5,0.0,115.0,0.0,230.0,2026-04-27,https://www.quickmart.co.ke/cereal-box-sindano-rice-per-500g-1
quick choice long grain rice 1kg,Rice,Quick,RiceQuick1kg,Quickmart,1kg,1.0,kg,1.0,0.0,184.0,0.0,184.0,2026-04-27,https://www.quickmart.co.ke/quick-choice-long-grain-rice-1kg-40
ajab rice 25 kg,Rice,Ajab,RiceAjab25kg,Quickmart,25kg,25.0,kg,25.0,0.0,2450.0,0.0,98.0,2026-04-27,https://www.quickmart.co.ke/ajab-rice-25-kg-14
bravo puppy chicken & rice 15kg,Rice,Bravo,RiceBravo15kg,Quickmart,15kg,15.0,kg,15.0,0.0,5335.0,0.0,355.6666666666667,2026-04-27,https://www.quickmart.co.ke/bravo-puppy-chicken-rice-15kg-44
golden fry cooking oil 2l,Cooking Oil,Golden,Cooking OilGolden2l,Quickmart,2l,2.0,litres,2.0,0.0,549.0,0.0,274.5,2026-04-27,https://www.quickmart.co.ke/golden-fry-cooking-oil-2l-40
fresh fri cooking oil 10l,Cooking Oil,Fresh,Cooking OilFresh10l,Quickmart,10l,10.0,litres,10.0,0.0,2975.0,0.0,297.5,2026-04-27,https://www.quickmart.co.ke/fresh-fri-cooking-oil-10l-40
fresh fri cooking oil 250ml,Cooking Oil,Fresh,Cooking OilFresh250ml,Quickmart,250ml,250.0,litres,0.25,0.0,104.0,0.0,416.0,2026-04-27,https://www.quickmart.co.ke/fresh-fri-cooking-oil-250ml-9
golden fry cooking oil 3l,Cooking Oil,Golden,Cooking OilGolden3l,Quickmart,3l,3.0,litres,3.0,0.0,829.0,0.0,276.3333333333333,2026-04-27,https://www.quickmart.co.ke/golden-fry-cooking-oil-3l-40
rina vegetable oil 5l,Cooking Oil,Rina,Cooking OilRina5l,Quickmart,5l,5.0,litres,5.0,0.0,1499.0,0.0,299.8,2026-04-27,https://www.quickmart.co.ke/rina-vegetable-oil-5l-40
avena veg oil 5l,Cooking Oil,Avena,Cooking OilAvena5l,Quickmart,5l,5.0,litres,5.0,1610.0,1340.0,270.0,268.0,2026-04-27,https://www.quickmart.co.ke/avena-veg-oil-5l-40
fresh fri oil 5l,Cooking Oil,Fresh,Cooking OilFresh5l,Quickmart,5l,5.0,litres,5.0,1600.0,1560.0,40.0,312.0,2026-04-27,https://www.quickmart.co.ke/fresh-fri-oil-5l-40
rina vegetable oil 2ltrs,Cooking Oil,Rina,Cooking OilRina2l,Quickmart,2l,2.0,litres,2.0,635.0,599.0,36.0,299.5,2026-04-27,https://www.quickmart.co.ke/rina-vegetable-oil-2ltrs-40
fresh fri oil 1ltr,Cooking Oil,Fresh,Cooking OilFresh1l,Quickmart,1l,1.0,litres,1.0,0.0,350.0,0.0,350.0,2026-04-27,https://www.quickmart.co.ke/fresh-fri-oil-1ltr-40
rina vegetable oil 3l,Cooking Oil,Rina,Cooking OilRina3l,Quickmart,3l,3.0,litres,3.0,0.0,986.0,0.0,328.6666666666667,2026-04-27,https://www.quickmart.co.ke/rina-vegetable-oil-3l-40
top fry vegetable oil 3l,Cooking Oil,Top,Cooking OilTop3l,Quickmart,3l,3.0,litres,3.0,889.0,829.0,60.0,276.3333333333333,2026-04-27,https://www.quickmart.co.ke/top-fry-vegetable-oil-3l-40
top fry vegetable oil 5l,Cooking Oil,Top,Cooking OilTop5l,Quickmart,5l,5.0,litres,5.0,1457.0,1286.0,171.0,257.2,2026-04-27,https://www.quickmart.co.ke/top-fry-vegetable-oil-5l-40
rinsun sunflower oil 3l,Cooking Oil,Rinsun,Cooking OilRinsun3l,Quickmart,3l,3.0,litres,3.0,1385.0,1247.0,138.0,415.6666666666667,2026-04-27,https://www.quickmart.co.ke/rinsun-sunflower-oil-3l-40
kentaste coconut oil 200ml/250ml,Cooking Oil,Kentaste,Cooking OilKentaste200ml,Quickmart,200ml,200.0,litres,0.2,0.0,419.0,0.0,2095.0,2026-04-27,https://www.quickmart.co.ke/kentaste-coconut-oil-200ml/250ml-40
rina vegetable oil 10l,Cooking Oil,Rina,Cooking OilRina10l,Quickmart,10l,10.0,litres,10.0,0.0,2950.0,0.0,295.0,2026-04-27,https://www.quickmart.co.ke/rina-vegetable-oil-10l-40
kimbo premium oil 2l,Cooking Oil,Kimbo,Cooking OilKimbo2l,Quickmart,2l,2.0,litres,2.0,0.0,790.0,0.0,395.0,2026-04-27,https://www.quickmart.co.ke/kimbo-premium-oil-2l-40
elianto corn oil 5l,Cooking Oil,Elianto,Cooking OilElianto5l,Quickmart,5l,5.0,litres,5.0,0.0,2623.0,0.0,524.6,2026-04-27,https://www.quickmart.co.ke/elianto-corn-oil-5l-40
fresh fri oil 3l,Cooking Oil,Fresh,Cooking OilFresh3l,Quickmart,3l,3.0,litres,3.0,1060.0,819.0,241.0,273.0,2026-04-27,https://www.quickmart.co.ke/fresh-fri-oil-3l-40
rinsun sunflower oil 2l,Cooking Oil,Rinsun,Cooking OilRinsun2l,Quickmart,2l,2.0,litres,2.0,955.0,860.0,95.0,430.0,2026-04-27,https://www.quickmart.co.ke/rinsun-sunflower-oil-2l-40
rinsun sunflower oil 1l,Cooking Oil,Rinsun,Cooking OilRinsun1l,Quickmart,1l,1.0,litres,1.0,490.0,441.0,49.0,441.0,2026-04-27,https://www.quickmart.co.ke/rinsun-sunflower-oil-1l-40
olivia extra virgin olive oil 500ml,Cooking Oil,Olivia,Cooking OilOlivia500ml,Quickmart,500ml,500.0,litres,0.5,1975.0,1400.0,575.0,2800.0,2026-04-27,https://www.quickmart.co.ke/olivia-extra-virgin-olive-oil-500ml-40
kentaste coconut oil 60ml,Cooking Oil,Kentaste,Cooking OilKentaste60ml,Quickmart,60ml,60.0,litres,0.06,0.0,104.0,0.0,1733.3333333333335,2026-04-27,https://www.quickmart.co.ke/kentaste-coconut-oil-60ml-40
sun gold seed oil 3l,Cooking Oil,Sun,Cooking OilSun3l,Quickmart,3l,3.0,litres,3.0,1221.0,952.0,269.0,317.3333333333333,2026-04-27,https://www.quickmart.co.ke/sun-gold-seed-oil-3l-30
olivia extra virgin olive oil 750ml,Cooking Oil,Olivia,Cooking OilOlivia750ml,Quickmart,750ml,750.0,litres,0.75,2640.0,1850.0,790.0,2466.6666666666665,2026-04-27,https://www.quickmart.co.ke/olivia-extra-virgin-olive-oil-750ml-40
santamaria e/virgin oliveoil250ml,Cooking Oil,Santamaria,Cooking OilSantamaria250ml,Quickmart,250ml,250.0,litres,0.25,925.0,825.0,100.0,3300.0,2026-04-27,https://www.quickmart.co.ke/santamaria-e/virgin-oliveoil250ml-40
fresh fri oil 2l,Cooking Oil,Fresh,Cooking OilFresh2l,Quickmart,2l,2.0,litres,2.0,0.0,680.0,0.0,340.0,2026-04-27,https://www.quickmart.co.ke/fresh-fri-oil-2l-40
elianto corn oil 2lt,Cooking Oil,Elianto,Cooking OilElianto2l,Quickmart,2l,2.0,litres,2.0,0.0,1197.0,0.0,598.5,2026-04-27,https://www.quickmart.co.ke/elianto-corn-oil-2lt-40
oilyssa extra virgin olive oil 1l gl,Cooking Oil,Oilyssa,Cooking OilOilyssa1l,Quickmart,1l,1.0,litres,1.0,3000.0,2100.0,900.0,2100.0,2026-04-27,https://www.quickmart.co.ke/oilyssa-extra-virgin-olive-oil-1l-gl-40
rinsun sunflower oil 750ml,Cooking Oil,Rinsun,Cooking OilRinsun750ml,Quickmart,750ml,750.0,litres,0.75,0.0,375.0,0.0,500.0,2026-04-27,https://www.quickmart.co.ke/rinsun-sunflower-oil-750ml-40
pika veg oil 10l,Cooking Oil,Pika,Cooking OilPika10l,Quickmart,10l,10.0,litres,10.0,0.0,2835.0,0.0,283.5,2026-04-27,https://www.quickmart.co.ke/pika-veg-oil-10l-40
santa maria e/virginoliveoil100ml,Cooking Oil,Santa,Cooking OilSanta100ml,Quickmart,100ml,100.0,litres,0.1,0.0,440.0,0.0,4400.0,2026-04-27,https://www.quickmart.co.ke/santa-maria-e/virginoliveoil100ml-9
pika veg oil 20l,Cooking Oil,Pika,Cooking OilPika20l,Quickmart,20l,20.0,litres,20.0,0.0,5650.0,0.0,282.5,2026-04-27,https://www.quickmart.co.ke/pika-veg-oil-20l-40
avena veg oil 2l,Cooking Oil,Avena,Cooking OilAvena2l,Quickmart,2l,2.0,litres,2.0,0.0,690.0,0.0,345.0,2026-04-27,https://www.quickmart.co.ke/avena-veg-oil-2l-40
avena veg oil 10l,Cooking Oil,Avena,Cooking OilAvena10l,Quickmart,10l,10.0,litres,10.0,0.0,2935.0,0.0,293.5,2026-04-27,https://www.quickmart.co.ke/avena-veg-oil-10l-40
rinsun sunflower oil 500ml,Cooking Oil,Rinsun,Cooking OilRinsun500ml,Quickmart,500ml,500.0,litres,0.5,0.0,245.0,0.0,490.0,2026-04-27,https://www.quickmart.co.ke/rinsun-sunflower-oil-500ml-40
kentaste coconut oil 400ml,Cooking Oil,Kentaste,Cooking OilKentaste400ml,Quickmart,400ml,400.0,litres,0.4,0.0,704.0,0.0,1760.0,2026-04-27,https://www.quickmart.co.ke/kentaste-coconut-oil-400ml-40
hurricane toilet cleaner 500ml value pack,Cooking Oil,Hurricane,Cooking OilHurricane500ml,Quickmart,500ml,500.0,litres,0.5,0.0,340.0,0.0,680.0,2026-04-27,https://www.quickmart.co.ke/hurricane-toilet-cleaner-500ml-value-pack-39
nice & lovely bio body oil 100ml,Cooking Oil,Nice,Cooking OilNice100ml,Quickmart,100ml,100.0,litres,0.1,0.0,750.0,0.0,7500.0,2026-04-27,https://www.quickmart.co.ke/nice-lovely-bio-body-oil-100ml-40
ace toilet cleaner lavender fresh 500ml,Cooking Oil,Ace,Cooking OilAce500ml,Quickmart,500ml,500.0,litres,0.5,275.0,234.0,41.0,468.0,2026-04-27,https://www.quickmart.co.ke/ace-toilet-cleaner-lavender-fresh-500ml-44
safisha toilet block citrus 50g,Cooking Oil,Safisha,Cooking OilSafisha50g,Quickmart,50g,50.0,kg,0.05,0.0,68.0,0.0,1360.0,2026-04-27,https://www.quickmart.co.ke/safisha-toilet-block-citrus-50g-40
famrico castor oil 65ml,Cooking Oil,Famrico,Cooking OilFamrico65ml,Quickmart,65ml,65.0,litres,0.065,0.0,190.0,0.0,2923.076923076923,2026-04-27,https://www.quickmart.co.ke/famrico-castor-oil-65ml-40
tropical coconut oil 65ml,Cooking Oil,Tropical,Cooking OilTropical65ml,Quickmart,65ml,65.0,litres,0.065,0.0,110.0,0.0,1692.3076923076922,2026-04-27,https://www.quickmart.co.ke/tropical-coconut-oil-65ml-37
famrico extra virgin coconut oil 65ml,Cooking Oil,Famrico,Cooking OilFamrico65ml,Quickmart,65ml,65.0,litres,0.065,0.0,100.0,0.0,1538.4615384615383,2026-04-27,https://www.quickmart.co.ke/famrico-extra-virgin-coconut-oil-65ml-37
alison coconut oil scent free 120ml,Cooking Oil,Alison,Cooking OilAlison120ml,Quickmart,120ml,120.0,litres,0.12,0.0,265.0,0.0,2208.3333333333335,2026-04-27,https://www.quickmart.co.ke/alison-coconut-oil-scent-free-120ml-39
ballet baby oil 125ml,Cooking Oil,Ballet,Cooking OilBallet125ml,Quickmart,125ml,125.0,litres,0.125,0.0,173.0,0.0,1384.0,2026-04-27,https://www.quickmart.co.ke/ballet-baby-oil-125ml-3
cussons baby oil mild&gentle 50ml,Cooking Oil,Cussons,Cooking OilCussons50ml,Quickmart,50ml,50.0,litres,0.05,0.0,150.0,0.0,3000.0,2026-04-27,https://www.quickmart.co.ke/cussons-baby-oil-mild-gentle-50ml-13
atilla toilet cleaner v/infusion 500ml,Cooking Oil,Atilla,Cooking OilAtilla500ml,Quickmart,500ml,500.0,litres,0.5,260.0,208.0,52.0,416.0,2026-04-27,https://www.quickmart.co.ke/atilla-toilet-cleaner-v/infusion-500ml-32
cussons baby soft&smooth oil 100ml,Cooking Oil,Cussons,Cooking OilCussons100ml,Quickmart,100ml,100.0,litres,0.1,230.0,179.0,51.0,1790.0,2026-04-27,https://www.quickmart.co.ke/cussons-baby-soft-smooth-oil-100ml-44
tba disinfectant toilet ball wht 200g,Cooking Oil,Tba,Cooking OilTba200g,Quickmart,200g,200.0,kg,0.2,0.0,170.0,0.0,850.0,2026-04-27,https://www.quickmart.co.ke/tba-disinfectant-toilet-ball-wht-200g-39
safisha toilet cleaner lav. 500ml,Cooking Oil,Safisha,Cooking OilSafisha500ml,Quickmart,500ml,500.0,litres,0.5,0.0,248.0,0.0,496.0,2026-04-27,https://www.quickmart.co.ke/safisha-toilet-cleaner-lav.-500ml-10
safisha toilet cleaner o/fresh 500ml,Cooking Oil,Safisha,Cooking OilSafisha500ml,Quickmart,500ml,500.0,litres,0.5,0.0,225.0,0.0,450.0,2026-04-27,https://www.quickmart.co.ke/safisha-toilet-cleaner-o/fresh-500ml-43
jogoo maize meal 2kg,Maize Meal,Jogoo,Maize MealJogoo2kg,Quickmart,2kg,2.0,kg,2.0,0.0,168.0,0.0,84.0,2026-04-27,https://www.quickmart.co.ke/jogoo-maize-meal-2kg-40
ajab premium fortified sifted maize meal 2kg,Maize Meal,Ajab,Maize MealAjab2kg,Quickmart,2kg,2.0,kg,2.0,177.0,162.0,15.0,81.0,2026-04-27,https://www.quickmart.co.ke/ajab-premium-fortified-sifted-maize-meal-2kg-43
dola maize meal 2kg,Maize Meal,Dola,Maize MealDola2kg,Quickmart,2kg,2.0,kg,2.0,0.0,164.0,0.0,82.0,2026-04-27,https://www.quickmart.co.ke/dola-maize-meal-2kg-40
raha premium maize meal 2 kg,Maize Meal,Raha,Maize MealRaha2kg,Quickmart,2kg,2.0,kg,2.0,0.0,197.0,0.0,98.5,2026-04-27,https://www.quickmart.co.ke/raha-premium-maize-meal-2-kg-53
joymax maize meal 5kg,Maize Meal,Joymax,Maize MealJoymax5kg,Quickmart,5kg,5.0,kg,5.0,0.0,345.0,0.0,69.0,2026-04-27,https://www.quickmart.co.ke/joymax-maize-meal-5kg-40
mfalme 2kg sifted maize meal,Maize Meal,Mfalme,Maize MealMfalme2kg,Quickmart,2kg,2.0,kg,2.0,0.0,158.0,0.0,79.0,2026-04-27,https://www.quickmart.co.ke/mfalme-2kg-sifted-maize-meal-40
spenza premium maize meal 2kg,Maize Meal,Spenza,Maize MealSpenza2kg,Quickmart,2kg,2.0,kg,2.0,0.0,187.0,0.0,93.5,2026-04-27,https://www.quickmart.co.ke/spenza-premium-maize-meal-2kg-55
raha premium maize meal 5 kg,Maize Meal,Raha,Maize MealRaha5kg,Quickmart,5kg,5.0,kg,5.0,0.0,495.0,0.0,99.0,2026-04-27,https://www.quickmart.co.ke/raha-premium-maize-meal-5-kg-40
oryx premium maize meal 2kg,Maize Meal,Oryx,Maize MealOryx2kg,Quickmart,2kg,2.0,kg,2.0,0.0,169.0,0.0,84.5,2026-04-27,https://www.quickmart.co.ke/oryx-premium-maize-meal-2kg-40
pembe maize meal 10kg,Maize Meal,Pembe,Maize MealPembe10kg,Quickmart,10kg,10.0,kg,10.0,0.0,830.0,0.0,83.0,2026-04-27,https://www.quickmart.co.ke/pembe-maize-meal-10kg-40
spenza premium maize meal 1kg,Maize Meal,Spenza,Maize MealSpenza1kg,Quickmart,1kg,1.0,kg,1.0,0.0,94.0,0.0,94.0,2026-04-27,https://www.quickmart.co.ke/spenza-premium-maize-meal-1kg-40
ndovu maize meal 1kg,Maize Meal,Ndovu,Maize MealNdovu1kg,Quickmart,1kg,1.0,kg,1.0,0.0,73.0,0.0,73.0,2026-04-27,https://www.quickmart.co.ke/ndovu-maize-meal-1kg-32
lea premium maize meal 2kg,Maize Meal,Lea,Maize MealLea2kg,Quickmart,2kg,2.0,kg,2.0,0.0,190.0,0.0,95.0,2026-04-27,https://www.quickmart.co.ke/lea-premium-maize-meal-2kg-30
pembe maize flour 2kg,Maize Meal,Pembe,Maize MealPembe2kg,Quickmart,2kg,2.0,kg,2.0,0.0,170.0,0.0,85.0,2026-04-27,https://www.quickmart.co.ke/pembe-maize-flour-2kg-40
soko maize flour 2kg,Maize Meal,Soko,Maize MealSoko2kg,Quickmart,2kg,2.0,kg,2.0,170.0,159.0,11.0,79.5,2026-04-27,https://www.quickmart.co.ke/soko-maize-flour-2kg-40
210 sifted maize flour 2kg,Maize Meal,210,Maize Meal2102kg,Quickmart,2kg,2.0,kg,2.0,158.0,153.0,5.0,76.5,2026-04-27,https://www.quickmart.co.ke/210-sifted-maize-flour-2kg-36
ndovu maize flour 2kg,Maize Meal,Ndovu,Maize MealNdovu2kg,Quickmart,2kg,2.0,kg,2.0,0.0,142.0,0.0,71.0,2026-04-27,https://www.quickmart.co.ke/ndovu-maize-flour-2kg-40
amaize flour 2kg,Maize Meal,Amaize,Maize MealAmaize2kg,Quickmart,2kg,2.0,kg,2.0,207.0,197.0,10.0,98.5,2026-04-27,https://www.quickmart.co.ke/amaize-flour-2kg-40
soko maize flour 5kg,Maize Meal,Soko,Maize MealSoko5kg,Quickmart,5kg,5.0,kg,5.0,0.0,429.0,0.0,85.8,2026-04-27,https://www.quickmart.co.ke/soko-maize-flour-5kg-40
hostess maize flour 2kg,Maize Meal,Hostess,Maize MealHostess2kg,Quickmart,2kg,2.0,kg,2.0,0.0,200.0,0.0,100.0,2026-04-27,https://www.quickmart.co.ke/hostess-maize-flour-2kg-40
pembe maize flour 5kg,Maize Meal,Pembe,Maize MealPembe5kg,Quickmart,5kg,5.0,kg,5.0,0.0,415.0,0.0,83.0,2026-04-27,https://www.quickmart.co.ke/pembe-maize-flour-5kg-40
swan maize flour 2kg,Maize Meal,Swan,Maize MealSwan2kg,Quickmart,2kg,2.0,kg,2.0,0.0,140.0,0.0,70.0,2026-04-27,https://www.quickmart.co.ke/swan-maize-flour-2kg-40
soko maize flour 10kg,Maize Meal,Soko,Maize MealSoko10kg,Quickmart,10kg,10.0,kg,10.0,0.0,847.0,0.0,84.7,2026-04-27,https://www.quickmart.co.ke/soko-maize-flour-10kg-40
mama maize flour 2kg,Maize Meal,Mama,Maize MealMama2kg,Quickmart,2kg,2.0,kg,2.0,0.0,150.0,0.0,75.0,2026-04-27,https://www.quickmart.co.ke/mama-maize-flour-2kg-40
soko maize flour 1kg,Maize Meal,Soko,Maize MealSoko1kg,Quickmart,1kg,1.0,kg,1.0,0.0,87.0,0.0,87.0,2026-04-27,https://www.quickmart.co.ke/soko-maize-flour-1kg-40
pembe maize flour 1kg,Maize Meal,Pembe,Maize MealPembe1kg,Quickmart,1kg,1.0,kg,1.0,0.0,90.0,0.0,90.0,2026-04-27,https://www.quickmart.co.ke/pembe-maize-flour-1kg-39
jogoo maize flour 10kg,Maize Meal,Jogoo,Maize MealJogoo10kg,Quickmart,10kg,10.0,kg,10.0,0.0,860.0,0.0,86.0,2026-04-27,https://www.quickmart.co.ke/jogoo-maize-flour-10kg-40
jogoo maize flour 5kg,Maize Meal,Jogoo,Maize MealJogoo5kg,Quickmart,5kg,5.0,kg,5.0,0.0,436.0,0.0,87.2,2026-04-27,https://www.quickmart.co.ke/jogoo-maize-flour-5kg-40
winnie ugali afya 2kg,Maize Meal,Winnie,Maize MealWinnie2kg,Quickmart,2kg,2.0,kg,2.0,0.0,295.0,0.0,147.5,2026-04-27,https://www.quickmart.co.ke/winnie-ugali-afya-2kg-40
gram kamal flour 2kg,Wheat Flour,Gram,Wheat FlourGram2kg,Quickmart,2kg,2.0,kg,2.0,0.0,536.0,0.0,268.0,2026-04-27,https://www.quickmart.co.ke/gram-kamal-flour-2kg-40
nutrameal sugar 2kg,Sugar,Nutrameal,SugarNutrameal2kg,Quickmart,2kg,2.0,kg,2.0,0.0,305.0,0.0,152.5,2026-04-27,https://www.quickmart.co.ke/nutrameal-sugar-2kg-40
nutrameal sugar 1kg,Sugar,Nutrameal,SugarNutrameal1kg,Quickmart,1kg,1.0,kg,1.0,0.0,155.0,0.0,155.0,2026-04-27,https://www.quickmart.co.ke/nutrameal-sugar-1kg-40
nutrameal sugar 5kg,Sugar,Nutrameal,SugarNutrameal5kg,Quickmart,5kg,5.0,kg,5.0,0.0,849.0,0.0,169.8,2026-04-27,https://www.quickmart.co.ke/nutrameal-sugar-5kg-62
kingsmil sandwich wholemeal bread 400g,Bread,Kingsmil,BreadKingsmil400g,Quickmart,400g,400.0,kg,0.4,0.0,65.0,0.0,162.5,2026-04-27,https://www.quickmart.co.ke/kingsmil-sandwich-wholemeal-bread-400g-24
wholemeal bread(600gm),Bread,Wholemeal,BreadWholemeal600g,Quickmart,600g,600.0,kg,0.6,0.0,135.0,0.0,225.0,2026-04-27,https://www.quickmart.co.ke/wholemeal-bread(600gm)-41
lotus home baking flour 2kg,Wheat Flour,Lotus,Wheat FlourLotus2kg,Quickmart,2kg,2.0,kg,2.0,160.0,149.0,11.0,74.5,2026-04-27,https://www.quickmart.co.ke/lotus-home-baking-flour-2kg-48
ajab home baking flour 2kg,Wheat Flour,Ajab,Wheat FlourAjab2kg,Quickmart,2kg,2.0,kg,2.0,0.0,172.0,0.0,86.0,2026-04-27,https://www.quickmart.co.ke/ajab-home-baking-flour-2kg-40
pembe home baking flour 2kg,Wheat Flour,Pembe,Wheat FlourPembe2kg,Quickmart,2kg,2.0,kg,2.0,0.0,175.0,0.0,87.5,2026-04-27,https://www.quickmart.co.ke/pembe-home-baking-flour-2kg-40
210 home baking flour 2kg,Wheat Flour,210,Wheat Flour2102kg,Quickmart,2kg,2.0,kg,2.0,0.0,164.0,0.0,82.0,2026-04-27,https://www.quickmart.co.ke/210-home-baking-flour-2kg-40
raha home baking flour 2kg,Wheat Flour,Raha,Wheat FlourRaha2kg,Quickmart,2kg,2.0,kg,2.0,0.0,167.0,0.0,83.5,2026-04-27,https://www.quickmart.co.ke/raha-home-baking-flour-2kg-55
ajab home baking flour 1kg,Wheat Flour,Ajab,Wheat FlourAjab1kg,Quickmart,1kg,1.0,kg,1.0,0.0,90.0,0.0,90.0,2026-04-27,https://www.quickmart.co.ke/ajab-home-baking-flour-1kg-40
soko homebaking flour 2kg,Wheat Flour,Soko,Wheat FlourSoko2kg,Quickmart,2kg,2.0,kg,2.0,171.0,149.0,22.0,74.5,2026-04-27,https://www.quickmart.co.ke/soko-homebaking-flour-2kg-40
soko homebaking flour 1kg,Wheat Flour,Soko,Wheat FlourSoko1kg,Quickmart,1kg,1.0,kg,1.0,0.0,88.0,0.0,88.0,2026-04-27,https://www.quickmart.co.ke/soko-homebaking-flour-1kg-40
pembe home baking flour 1kg,Wheat Flour,Pembe,Wheat FlourPembe1kg,Quickmart,1kg,1.0,kg,1.0,0.0,90.0,0.0,90.0,2026-04-27,https://www.quickmart.co.ke/pembe-home-baking-flour-1kg-39
ndovu home baking flour 2kg,Wheat Flour,Ndovu,Wheat FlourNdovu2kg,Quickmart,2kg,2.0,kg,2.0,0.0,165.0,0.0,82.5,2026-04-27,https://www.quickmart.co.ke/ndovu-home-baking-flour-2kg-40
