name,category,brand,sku,store,base_size,size,unit_type,unit_value,old_price,current_price,discount,price_per_unit,date,link
exe brown bread wheat flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,0.0,188.0,0.0,94.0,2026-04-27,https://www.naivas.online/exe-brown-bread-wheat-flour-2kg
ndovu home baking wheat flour 2kg,Wheat Flour,Ndovu,Wheat FlourNdovu2kg,Naivas,2kg,2.0,kg,2.0,0.0,160.0,0.0,80.0,2026-04-27,https://www.naivas.online/ndovu-home-baking-wheat-flour-2kg
210 home baking wheat flour 2kg,Wheat Flour,210,Wheat Flour2102kg,Naivas,2kg,2.0,kg,2.0,156.0,148.0,8.0,74.0,2026-04-27,https://www.naivas.online/210-home-baking-wheat-flour-2kg
exe chapati flour 1kg,Wheat Flour,Exe,Wheat FlourExe1kg,Naivas,1kg,1.0,kg,1.0,0.0,90.0,0.0,90.0,2026-04-27,https://www.naivas.online/exe-chapati-flour-1kg
exe chapati flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,0.0,178.0,0.0,89.0,2026-04-27,https://www.naivas.online/exe-chapati-flour-2kg
exe mandazi flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,0.0,186.0,0.0,93.0,2026-04-27,https://www.naivas.online/exe-mandazi-flour-2kg
exe self raising flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,0.0,187.0,0.0,93.5,2026-04-27,https://www.naivas.online/exe-self-raising-flour-2kg
exe all purpose flour 1kg,Wheat Flour,Exe,Wheat FlourExe1kg,Naivas,1kg,1.0,kg,1.0,0.0,90.0,0.0,90.0,2026-04-27,https://www.naivas.online/exe-all-purpose-flour-1kg
exe all purpose flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,172.0,159.0,13.0,79.5,2026-04-27,https://www.naivas.online/exe-all-purpose-flour-2kg
exe atta mark 1 flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,0.0,187.0,0.0,93.5,2026-04-27,https://www.naivas.online/exe-atta-mark-1-flour-2kg
exe self raising flour 1kg,Wheat Flour,Exe,Wheat FlourExe1kg,Naivas,1kg,1.0,kg,1.0,0.0,95.0,0.0,95.0,2026-04-27,https://www.naivas.online/exe-self-raising-flour-1kg
umix mandazi flour 2 kg,Wheat Flour,Umix,Wheat FlourUmix2kg,Naivas,2kg,2.0,kg,2.0,0.0,260.0,0.0,130.0,2026-04-27,https://www.naivas.online/umix-mandazi-flour-2-kg
pendo homebaking flour 2kg,Wheat Flour,Pendo,Wheat FlourPendo2kg,Naivas,2kg,2.0,kg,2.0,0.0,163.0,0.0,81.5,2026-04-27,https://www.naivas.online/pendo-homebaking-flour-2kg
ajab home baking flour 1kg,Wheat Flour,Ajab,Wheat FlourAjab1kg,Naivas,1kg,1.0,kg,1.0,0.0,87.0,0.0,87.0,2026-04-27,https://www.naivas.online/ajab-home-baking-flour-1kg
ajab home baking flour 2kg,Wheat Flour,Ajab,Wheat FlourAjab2kg,Naivas,2kg,2.0,kg,2.0,0.0,172.0,0.0,86.0,2026-04-27,https://www.naivas.online/ajab-home-baking-flour-2kg
dola all purpose flour 2kg,Wheat Flour,Dola,Wheat FlourDola2kg,Naivas,2kg,2.0,kg,2.0,0.0,173.0,0.0,86.5,2026-04-27,https://www.naivas.online/dola-all-purpose-flour-2kg
ready bake mandazi mix flour 1kg,Wheat Flour,Ready,Wheat FlourReady1kg,Naivas,1kg,1.0,kg,1.0,0.0,295.0,0.0,295.0,2026-04-27,https://www.naivas.online/ready-bake-mandazi-mix-flour-1kg
phulka atta mark 1 chapati flour 5kg,Wheat Flour,Phulka,Wheat FlourPhulka5kg,Naivas,5kg,5.0,kg,5.0,0.0,475.0,0.0,95.0,2026-04-27,https://www.naivas.online/phulka-atta-mark-1-chapati-flour-5kg
phulka atta mark 1 chapati flour 2kg,Wheat Flour,Phulka,Wheat FlourPhulka2kg,Naivas,2kg,2.0,kg,2.0,0.0,165.0,0.0,82.5,2026-04-27,https://www.naivas.online/phulka-atta-mark-1-chapati-flour-2kg
pembe self raising flour 2 kg,Wheat Flour,Pembe,Wheat FlourPembe2kg,Naivas,2kg,2.0,kg,2.0,0.0,182.0,0.0,91.0,2026-04-27,https://www.naivas.online/pembe-self-raising-flour-2-kg
pembe home baking all purpose flour 2kg,Wheat Flour,Pembe,Wheat FlourPembe2kg,Naivas,2kg,2.0,kg,2.0,173.0,163.0,10.0,81.5,2026-04-27,https://www.naivas.online/pembe-home-baking-all-purpose-flour-2kg
pembe home baking all purpose flour 1kg,Wheat Flour,Pembe,Wheat FlourPembe1kg,Naivas,1kg,1.0,kg,1.0,0.0,88.0,0.0,88.0,2026-04-27,https://www.naivas.online/pembe-home-baking-all-purpose-flour-1kg
ajab fortified mandazi flour 2 kg,Wheat Flour,Ajab,Wheat FlourAjab2kg,Naivas,2kg,2.0,kg,2.0,0.0,172.0,0.0,86.0,2026-04-27,https://www.naivas.online/ajab-fortified-mandazi-flour-2-kg
masterchef all purpose flour 2kg,Wheat Flour,Masterchef,Wheat FlourMasterchef2kg,Naivas,2kg,2.0,kg,2.0,0.0,173.0,0.0,86.5,2026-04-27,https://www.naivas.online/masterchef-all-purpose-flour-2kg
umoja home baking flour 2kg,Wheat Flour,Umoja,Wheat FlourUmoja2kg,Naivas,2kg,2.0,kg,2.0,0.0,157.0,0.0,78.5,2026-04-27,https://www.naivas.online/umoja-home-baking-flour-2kg
winnie's pure health chapati afya flour 2kg,Wheat Flour,Winnie's,Wheat FlourWinnie's2kg,Naivas,2kg,2.0,kg,2.0,0.0,281.0,0.0,140.5,2026-04-27,https://www.naivas.online/winnies-pure-health-chapati-afya-flour-2kg
soko home baking 2kg,Wheat Flour,Soko,Wheat FlourSoko2kg,Naivas,2kg,2.0,kg,2.0,170.0,139.0,31.0,69.5,2026-04-27,https://www.naivas.online/soko-home-baking-2kg
elliots home baking 2kg,Wheat Flour,Elliots,Wheat FlourElliots2kg,Naivas,2kg,2.0,kg,2.0,166.0,154.0,12.0,77.0,2026-04-27,https://www.naivas.online/elliots-home-baking-2kg
lea premium wheat flour 2kg,Wheat Flour,Lea,Wheat FlourLea2kg,Naivas,2kg,2.0,kg,2.0,0.0,166.0,0.0,83.0,2026-04-27,https://www.naivas.online/lea-premium-wheat-flour-2kg
ajab premium maize meal 2kg,Maize Meal,Ajab,Maize MealAjab2kg,Naivas,2kg,2.0,kg,2.0,175.0,160.0,15.0,80.0,2026-04-27,https://www.naivas.online/ajab-premium-maize-meal-2kg
soko maize meal 10kg,Maize Meal,Soko,Maize MealSoko10kg,Naivas,10kg,10.0,kg,10.0,0.0,860.0,0.0,86.0,2026-04-27,https://www.naivas.online/soko-maize-meal-10kg
soko maize meal 1kg,Maize Meal,Soko,Maize MealSoko1kg,Naivas,1kg,1.0,kg,1.0,0.0,88.0,0.0,88.0,2026-04-27,https://www.naivas.online/soko-maize-meal-1kg
soko maize meal 2kg,Maize Meal,Soko,Maize MealSoko2kg,Naivas,2kg,2.0,kg,2.0,169.0,162.0,7.0,81.0,2026-04-27,https://www.naivas.online/soko-maize-meal-2kg
soko maize meal 5kg,Maize Meal,Soko,Maize MealSoko5kg,Naivas,5kg,5.0,kg,5.0,0.0,435.0,0.0,87.0,2026-04-27,https://www.naivas.online/soko-maize-meal-5kg
jogoo maize meal 2kg,Maize Meal,Jogoo,Maize MealJogoo2kg,Naivas,2kg,2.0,kg,2.0,0.0,167.0,0.0,83.5,2026-04-27,https://www.naivas.online/jogoo-maize-meal-2kg
mama maize meal 2kg,Maize Meal,Mama,Maize MealMama2kg,Naivas,2kg,2.0,kg,2.0,0.0,146.0,0.0,73.0,2026-04-27,https://www.naivas.online/mama-maize-meal-2kg
tupike maize meal 2kg,Maize Meal,Tupike,Maize MealTupike2kg,Naivas,2kg,2.0,kg,2.0,0.0,144.0,0.0,72.0,2026-04-27,https://www.naivas.online/tupike-maize-meal-2kg
pembe maize meal 2kg,Maize Meal,Pembe,Maize MealPembe2kg,Naivas,2kg,2.0,kg,2.0,169.0,159.0,10.0,79.5,2026-04-27,https://www.naivas.online/pembe-maize-meal-2kg
ndovu maize meal 2kg,Maize Meal,Ndovu,Maize MealNdovu2kg,Naivas,2kg,2.0,kg,2.0,0.0,139.0,0.0,69.5,2026-04-27,https://www.naivas.online/ndovu-maize-meal-2kg
jogoo maize meal 5kg,Maize Meal,Jogoo,Maize MealJogoo5kg,Naivas,5kg,5.0,kg,5.0,0.0,450.0,0.0,90.0,2026-04-27,https://www.naivas.online/jogoo-maize-meal-5kg
jogoo maize meal 10kg,Maize Meal,Jogoo,Maize MealJogoo10kg,Naivas,10kg,10.0,kg,10.0,0.0,880.0,0.0,88.0,2026-04-27,https://www.naivas.online/jogoo-maize-meal-10kg
210 maize meal flour 2 kg,Maize Meal,210,Maize Meal2102kg,Naivas,2kg,2.0,kg,2.0,158.0,145.0,13.0,72.5,2026-04-27,https://www.naivas.online/210-maize-meal-flour-2-kg
pembe maize meal 5 kg,Maize Meal,Pembe,Maize MealPembe5kg,Naivas,5kg,5.0,kg,5.0,0.0,425.0,0.0,85.0,2026-04-27,https://www.naivas.online/pembe-maize-meal-5-kg
pembe maize meal 10 kg,Maize Meal,Pembe,Maize MealPembe10kg,Naivas,10kg,10.0,kg,10.0,0.0,845.0,0.0,84.5,2026-04-27,https://www.naivas.online/pembe-maize-meal-10-kg
ndovu maize meal 1 kg,Maize Meal,Ndovu,Maize MealNdovu1kg,Naivas,1kg,1.0,kg,1.0,0.0,71.0,0.0,71.0,2026-04-27,https://www.naivas.online/ndovu-maize-meal-1-kg
amaize premium maize meal 2kg,Maize Meal,Amaize,Maize MealAmaize2kg,Naivas,2kg,2.0,kg,2.0,209.0,193.0,16.0,96.5,2026-04-27,https://www.naivas.online/amaize-premium-maize-meal-2kg
raha premium maize meal 2kg,Maize Meal,Raha,Maize MealRaha2kg,Naivas,2kg,2.0,kg,2.0,0.0,198.0,0.0,99.0,2026-04-27,https://www.naivas.online/raha-premium-maize-meal-2kg
lea premium maize meal 2kg,Maize Meal,Lea,Maize MealLea2kg,Naivas,2kg,2.0,kg,2.0,0.0,193.0,0.0,96.5,2026-04-27,https://www.naivas.online/lea-premium-maize-meal-2kg
lea premium maize meal 1kg,Maize Meal,Lea,Maize MealLea1kg,Naivas,1kg,1.0,kg,1.0,0.0,97.0,0.0,97.0,2026-04-27,https://www.naivas.online/lea-premium-maize-meal-1kg
masterchef premium maize meal 2kg,Maize Meal,Masterchef,Maize MealMasterchef2kg,Naivas,2kg,2.0,kg,2.0,0.0,171.0,0.0,85.5,2026-04-27,https://www.naivas.online/masterchef-premium-maize-meal-2kg
spenza premium maize meal 1kg,Maize Meal,Spenza,Maize MealSpenza1kg,Naivas,1kg,1.0,kg,1.0,0.0,95.0,0.0,95.0,2026-04-27,https://www.naivas.online/spenza-premium-maize-meal-1kg
spenza premium maize meal 2kg,Maize Meal,Spenza,Maize MealSpenza2kg,Naivas,2kg,2.0,kg,2.0,0.0,188.0,0.0,94.0,2026-04-27,https://www.naivas.online/spenza-premium-maize-meal-2kg
soko nutri wholegrain maize meal 2 kg,Maize Meal,Soko,Maize MealSoko2kg,Naivas,2kg,2.0,kg,2.0,294.0,250.0,44.0,125.0,2026-04-27,https://www.naivas.online/soko-nutri-wholegrain-maize-meal-2-kg
dola gold superior maize flour 2 kg,Maize Meal,Dola,Maize MealDola2kg,Naivas,2kg,2.0,kg,2.0,0.0,181.0,0.0,90.5,2026-04-27,https://www.naivas.online/dola-gold-superior-maize-flour-2-kg
nice extra premium maize flour 2kgs,Maize Meal,Nice,Maize MealNice2kg,Naivas,2kg,2.0,kg,2.0,0.0,188.0,0.0,94.0,2026-04-27,https://www.naivas.online/nice-extra-premium-maize-flour-2kgs
jogoo wimbi flour 2kg,Wheat Flour,Jogoo,Wheat FlourJogoo2kg,Naivas,2kg,2.0,kg,2.0,0.0,288.0,0.0,144.0,2026-04-27,https://www.naivas.online/jogoo-wimbi-flour-2kg
natures equatorial ugali afya 2 kg,Maize Meal,Natures,Maize MealNatures2kg,Naivas,2kg,2.0,kg,2.0,0.0,295.0,0.0,147.5,2026-04-27,https://www.naivas.online/natures-equatorial-ugali-afya-2-kg
winnie's pure health ugali afya 2kg,Maize Meal,Winnie's,Maize MealWinnie's2kg,Naivas,2kg,2.0,kg,2.0,0.0,305.0,0.0,152.5,2026-04-27,https://www.naivas.online/winnie-s-pure-health-ugali-afya-2kg
winnie's pure health ugali afya 1kg,Maize Meal,Winnie's,Maize MealWinnie's1kg,Naivas,1kg,1.0,kg,1.0,0.0,155.0,0.0,155.0,2026-04-27,https://www.naivas.online/winnies-pure-health-ugali-afya-1kg
lea premium wheat flour 2kg,Wheat Flour,Lea,Wheat FlourLea2kg,Naivas,2kg,2.0,kg,2.0,0.0,166.0,0.0,83.0,2026-04-27,https://www.naivas.online/lea-premium-wheat-flour-2kg
raha premium home baking flour 2kg,Wheat Flour,Raha,Wheat FlourRaha2kg,Naivas,2kg,2.0,kg,2.0,0.0,167.0,0.0,83.5,2026-04-27,https://www.naivas.online/raha-premium-h/baking-flour-2kg
umoja home baking flour 1kg,Wheat Flour,Umoja,Wheat FlourUmoja1kg,Naivas,1kg,1.0,kg,1.0,0.0,81.0,0.0,81.0,2026-04-27,https://www.naivas.online/umoja-home-baking-flour-1kg
ajab home baking flour 1kg,Wheat Flour,Ajab,Wheat FlourAjab1kg,Naivas,1kg,1.0,kg,1.0,0.0,87.0,0.0,87.0,2026-04-27,https://www.naivas.online/ajab-home-baking-flour-1kg
ajab home baking flour 2kg,Wheat Flour,Ajab,Wheat FlourAjab2kg,Naivas,2kg,2.0,kg,2.0,0.0,172.0,0.0,86.0,2026-04-27,https://www.naivas.online/ajab-home-baking-flour-2kg
dola all purpose flour 2kg,Wheat Flour,Dola,Wheat FlourDola2kg,Naivas,2kg,2.0,kg,2.0,0.0,173.0,0.0,86.5,2026-04-27,https://www.naivas.online/dola-all-purpose-flour-2kg
exe all purpose flour 1kg,Wheat Flour,Exe,Wheat FlourExe1kg,Naivas,1kg,1.0,kg,1.0,0.0,90.0,0.0,90.0,2026-04-27,https://www.naivas.online/exe-all-purpose-flour-1kg
exe all purpose flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,172.0,159.0,13.0,79.5,2026-04-27,https://www.naivas.online/exe-all-purpose-flour-2kg
exe brown bread wheat flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,0.0,188.0,0.0,94.0,2026-04-27,https://www.naivas.online/exe-brown-bread-wheat-flour-2kg
exe chapati flour 1kg,Wheat Flour,Exe,Wheat FlourExe1kg,Naivas,1kg,1.0,kg,1.0,0.0,90.0,0.0,90.0,2026-04-27,https://www.naivas.online/exe-chapati-flour-1kg
exe chapati flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,0.0,178.0,0.0,89.0,2026-04-27,https://www.naivas.online/exe-chapati-flour-2kg
exe mandazi flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,0.0,186.0,0.0,93.0,2026-04-27,https://www.naivas.online/exe-mandazi-flour-2kg
exe self raising flour 1kg,Wheat Flour,Exe,Wheat FlourExe1kg,Naivas,1kg,1.0,kg,1.0,0.0,95.0,0.0,95.0,2026-04-27,https://www.naivas.online/exe-self-raising-flour-1kg
exe self raising flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,0.0,187.0,0.0,93.5,2026-04-27,https://www.naivas.online/exe-self-raising-flour-2kg
kamal gram flour 1kg,Wheat Flour,Kamal,Wheat FlourKamal1kg,Naivas,1kg,1.0,kg,1.0,0.0,269.0,0.0,269.0,2026-04-27,https://www.naivas.online/kamal-gram-flour-1kg
kamili nutrameal rice flour 1kg,Wheat Flour,Kamili,Wheat FlourKamili1kg,Naivas,1kg,1.0,kg,1.0,0.0,202.0,0.0,202.0,2026-04-27,https://www.naivas.online/kamili-nutrameal-rice-flour-1kg
umix mandazi flour 2 kg,Wheat Flour,Umix,Wheat FlourUmix2kg,Naivas,2kg,2.0,kg,2.0,0.0,260.0,0.0,130.0,2026-04-27,https://www.naivas.online/umix-mandazi-flour-2-kg
kentaste coconut flour 500 g,Wheat Flour,Kentaste,Wheat FlourKentaste500g,Naivas,500g,500.0,kg,0.5,0.0,190.0,0.0,380.0,2026-04-27,https://www.naivas.online/kentaste-coconut-flour-500-g
grainmill oat flour 500 g,Wheat Flour,Grainmill,Wheat FlourGrainmill500g,Naivas,500g,500.0,kg,0.5,0.0,285.0,0.0,570.0,2026-04-27,https://www.naivas.online/grainmill-oat-flour-500-g
butterfly kamal gram flour 2 kg,Wheat Flour,Butterfly,Wheat FlourButterfly2kg,Naivas,2kg,2.0,kg,2.0,0.0,535.0,0.0,267.5,2026-04-27,https://www.naivas.online/butterfly-kamal-gram-flour-2-kg
butterfly gram flour 2 kg,Wheat Flour,Butterfly,Wheat FlourButterfly2kg,Naivas,2kg,2.0,kg,2.0,0.0,915.0,0.0,457.5,2026-04-27,https://www.naivas.online/butterfly-gram-flour-2-kg
butterfly gram flour 1 kg,Wheat Flour,Butterfly,Wheat FlourButterfly1kg,Naivas,1kg,1.0,kg,1.0,0.0,467.0,0.0,467.0,2026-04-27,https://www.naivas.online/butterfly-gram-flour-1-kg
pembe self raising flour 2 kg,Wheat Flour,Pembe,Wheat FlourPembe2kg,Naivas,2kg,2.0,kg,2.0,0.0,182.0,0.0,91.0,2026-04-27,https://www.naivas.online/pembe-self-raising-flour-2-kg
ajab fortified mandazi flour 2 kg,Wheat Flour,Ajab,Wheat FlourAjab2kg,Naivas,2kg,2.0,kg,2.0,0.0,172.0,0.0,86.0,2026-04-27,https://www.naivas.online/ajab-fortified-mandazi-flour-2-kg
masterchef all purpose flour 2kg,Wheat Flour,Masterchef,Wheat FlourMasterchef2kg,Naivas,2kg,2.0,kg,2.0,0.0,173.0,0.0,86.5,2026-04-27,https://www.naivas.online/masterchef-all-purpose-flour-2kg
pendo homebaking flour 2kg,Wheat Flour,Pendo,Wheat FlourPendo2kg,Naivas,2kg,2.0,kg,2.0,0.0,163.0,0.0,81.5,2026-04-27,https://www.naivas.online/pendo-homebaking-flour-2kg
umoja home baking flour 2kg,Wheat Flour,Umoja,Wheat FlourUmoja2kg,Naivas,2kg,2.0,kg,2.0,0.0,157.0,0.0,78.5,2026-04-27,https://www.naivas.online/umoja-home-baking-flour-2kg
lotus wheat flour 2kg,Wheat Flour,Lotus,Wheat FlourLotus2kg,Naivas,2kg,2.0,kg,2.0,0.0,158.0,0.0,79.0,2026-04-27,https://www.naivas.online/lotus-wheat-flour-2kg
exe atta mark 1 flour 2kg,Wheat Flour,Exe,Wheat FlourExe2kg,Naivas,2kg,2.0,kg,2.0,0.0,187.0,0.0,93.5,2026-04-27,https://www.naivas.online/exe-atta-mark-1-flour-2kg
rimwabi omena uji mix flour 1kg,Wheat Flour,Rimwabi,Wheat FlourRimwabi1kg,Naivas,1kg,1.0,kg,1.0,0.0,207.0,0.0,207.0,2026-04-27,https://www.naivas.online/rimwabi-omena-uji-mix-flour-1kg
ready bake mandazi mix flour 1kg,Wheat Flour,Ready,Wheat FlourReady1kg,Naivas,1kg,1.0,kg,1.0,0.0,295.0,0.0,295.0,2026-04-27,https://www.naivas.online/ready-bake-mandazi-mix-flour-1kg
live life w cassava flour 750 g,Wheat Flour,Live,Wheat FlourLive750g,Naivas,750g,750.0,kg,0.75,0.0,349.0,0.0,465.3333333333333,2026-04-27,https://www.naivas.online/live-life-w-cassava-flour-750-g
ndovu home baking wheat flour 2kg,Wheat Flour,Ndovu,Wheat FlourNdovu2kg,Naivas,2kg,2.0,kg,2.0,0.0,160.0,0.0,80.0,2026-04-27,https://www.naivas.online/ndovu-home-baking-wheat-flour-2kg
210 home baking wheat flour 2kg,Wheat Flour,210,Wheat Flour2102kg,Naivas,2kg,2.0,kg,2.0,156.0,148.0,8.0,74.0,2026-04-27,https://www.naivas.online/210-home-baking-wheat-flour-2kg
live life wholemeal rye flour 750g,Wheat Flour,Live,Wheat FlourLive750g,Naivas,750g,750.0,kg,0.75,0.0,329.0,0.0,438.6666666666667,2026-04-27,https://www.naivas.online/live-life-wholemeal-rye-flour-750g
winnie's pure health chapati afya flour 2kg,Wheat Flour,Winnie's,Wheat FlourWinnie's2kg,Naivas,2kg,2.0,kg,2.0,0.0,281.0,0.0,140.5,2026-04-27,https://www.naivas.online/winnies-pure-health-chapati-afya-flour-2kg
phulka atta mark 1 chapati flour 5kg,Wheat Flour,Phulka,Wheat FlourPhulka5kg,Naivas,5kg,5.0,kg,5.0,0.0,475.0,0.0,95.0,2026-04-27,https://www.naivas.online/phulka-atta-mark-1-chapati-flour-5kg
phulka atta mark 1 chapati flour 2kg,Wheat Flour,Phulka,Wheat FlourPhulka2kg,Naivas,2kg,2.0,kg,2.0,0.0,165.0,0.0,82.5,2026-04-27,https://www.naivas.online/phulka-atta-mark-1-chapati-flour-2kg
pembe home baking all purpose flour 2kg,Wheat Flour,Pembe,Wheat FlourPembe2kg,Naivas,2kg,2.0,kg,2.0,173.0,163.0,10.0,81.5,2026-04-27,https://www.naivas.online/pembe-home-baking-all-purpose-flour-2kg
pembe home baking all purpose flour 1kg,Wheat Flour,Pembe,Wheat FlourPembe1kg,Naivas,1kg,1.0,kg,1.0,0.0,88.0,0.0,88.0,2026-04-27,https://www.naivas.online/pembe-home-baking-all-purpose-flour-1kg
soko home baking 2kg,Wheat Flour,Soko,Wheat FlourSoko2kg,Naivas,2kg,2.0,kg,2.0,170.0,139.0,31.0,69.5,2026-04-27,https://www.naivas.online/soko-home-baking-2kg
elliots home baking 2kg,Wheat Flour,Elliots,Wheat FlourElliots2kg,Naivas,2kg,2.0,kg,2.0,166.0,154.0,12.0,77.0,2026-04-27,https://www.naivas.online/elliots-home-baking-2kg
brookside dairy best milk 500ml,Milk,Brookside,MilkBrookside500ml,Quickmart,500ml,500.0,litres,0.5,61.0,58.0,3.0,116.0,2026-04-27,https://www.quickmart.co.ke/brookside-dairy-best-milk-500ml-40
tuzo whole fino milk 500ml,Milk,Tuzo,MilkTuzo500ml,Quickmart,500ml,500.0,litres,0.5,60.0,53.0,7.0,106.0,2026-04-27,https://www.quickmart.co.ke/tuzo-whole-fino-milk-500ml-40
quick choice esl milk 500ml,Milk,Quick,MilkQuick500ml,Quickmart,500ml,500.0,litres,0.5,50.0,44.0,6.0,88.0,2026-04-27,https://www.quickmart.co.ke/quick-choice-esl-milk-500ml-51
tuzo esl milk 450ml,Milk,Tuzo,MilkTuzo450ml,Quickmart,450ml,450.0,litres,0.45,52.0,47.0,5.0,104.44444444444444,2026-04-27,https://www.quickmart.co.ke/tuzo-esl-milk-450ml-58
fresha zito long life milk 250ml,Milk,Fresha,MilkFresha250ml,Quickmart,250ml,250.0,litres,0.25,0.0,30.0,0.0,120.0,2026-04-27,https://www.quickmart.co.ke/fresha-zito-long-life-milk-250ml-40
brookside uht whole milk 250ml,Milk,Brookside,MilkBrookside250ml,Quickmart,250ml,250.0,litres,0.25,0.0,42.0,0.0,168.0,2026-04-27,https://www.quickmart.co.ke/brookside-uht-whole-milk-250ml-40
daima esl bora milk 450ml,Milk,Daima,MilkDaima450ml,Quickmart,450ml,450.0,litres,0.45,50.0,45.0,5.0,100.0,2026-04-27,https://www.quickmart.co.ke/daima-esl-bora-milk-450ml-54
kcc gold crown fino milk 500ml tfa,Milk,Kcc,MilkKcc500ml,Quickmart,500ml,500.0,litres,0.5,0.0,56.0,0.0,112.0,2026-04-27,https://www.quickmart.co.ke/kcc-gold-crown-fino-milk-500ml-tfa-40
brookside lactose free uht milk fino 500ml,Milk,Brookside,MilkBrookside500ml,Quickmart,500ml,500.0,litres,0.5,0.0,77.0,0.0,154.0,2026-04-27,https://www.quickmart.co.ke/brookside-lactose-free-uht-milk-fino-500ml-52
fresha whole milk pouch 500ml,Milk,Fresha,MilkFresha500ml,Quickmart,500ml,500.0,litres,0.5,0.0,58.0,0.0,116.0,2026-04-27,https://www.quickmart.co.ke/fresha-whole-milk-pouch-500ml-40
kcc fresh milk 200ml tca,Milk,Kcc,MilkKcc200ml,Quickmart,200ml,200.0,litres,0.2,0.0,31.0,0.0,155.0,2026-04-27,https://www.quickmart.co.ke/kcc-fresh-milk-200ml-tca-40
mt kenya milk esl 90dys 500ml,Milk,Mt,MilkMt500ml,Quickmart,500ml,500.0,litres,0.5,0.0,59.0,0.0,118.0,2026-04-27,https://www.quickmart.co.ke/mt-kenya-milk-esl-90dys-500ml-40
brookide disney strawberry flavoured milk 200ml,Milk,Brookide,MilkBrookide200ml,Quickmart,200ml,200.0,litres,0.2,0.0,60.0,0.0,300.0,2026-04-27,https://www.quickmart.co.ke/brookide-disney-strawberry-flavoured-milk-200ml-40
festive milk bread 800gms,Milk,Festive,MilkFestive800g,Quickmart,800g,800.0,kg,0.8,0.0,130.0,0.0,162.5,2026-04-27,https://www.quickmart.co.ke/festive-milk-bread-800gms-51
arimis milking jelly 200g,Milk,Arimis,MilkArimis200g,Quickmart,200g,200.0,kg,0.2,0.0,139.0,0.0,695.0,2026-04-27,https://www.quickmart.co.ke/arimis-milking-jelly-200g-50
tuzo uht whole milk 250ml,Milk,Tuzo,MilkTuzo250ml,Quickmart,250ml,250.0,litres,0.25,0.0,40.0,0.0,160.0,2026-04-27,https://www.quickmart.co.ke/tuzo-uht-whole-milk-250ml-40
kcc fino whole milk 500ml green tfa,Milk,Kcc,MilkKcc500ml,Quickmart,500ml,500.0,litres,0.5,0.0,59.0,0.0,118.0,2026-04-27,https://www.quickmart.co.ke/kcc-fino-whole-milk-500ml-green-tfa-40
mill bakers daz milk flavour 200gms,Milk,Mill,MilkMill200g,Quickmart,200g,200.0,kg,0.2,0.0,52.0,0.0,260.0,2026-04-27,https://www.quickmart.co.ke/mill-bakers-daz-milk-flavour-200gms-49
mt kenya premium tfa milk 500ml,Milk,Mt,MilkMt500ml,Quickmart,500ml,500.0,litres,0.5,0.0,61.0,0.0,122.0,2026-04-27,https://www.quickmart.co.ke/mt-kenya-premium-tfa-milk-500ml-9
brookside tca whole milk 200ml,Milk,Brookside,MilkBrookside200ml,Quickmart,200ml,200.0,litres,0.2,0.0,32.0,0.0,160.0,2026-04-27,https://www.quickmart.co.ke/brookside-tca-whole-milk-200ml-40
kinangop milk pouch 500ml,Milk,Kinangop,MilkKinangop500ml,Quickmart,500ml,500.0,litres,0.5,0.0,53.0,0.0,106.0,2026-04-27,https://www.quickmart.co.ke/kinangop-milk-pouch-500ml-40
arimis milking jelly 100ml/90ml,Milk,Arimis,MilkArimis100ml,Quickmart,100ml,100.0,litres,0.1,0.0,70.0,0.0,700.0,2026-04-27,https://www.quickmart.co.ke/arimis-milking-jelly-100ml/90ml-39
festive milky white 600gms,Milk,Festive,MilkFestive600g,Quickmart,600g,600.0,kg,0.6,0.0,100.0,0.0,166.66666666666669,2026-04-27,https://www.quickmart.co.ke/festive-milky-white-600gms-50
nivea cocoa butter body milk 200ml,Milk,Nivea,MilkNivea200ml,Quickmart,200ml,200.0,litres,0.2,0.0,360.0,0.0,1800.0,2026-04-27,https://www.quickmart.co.ke/nivea-cocoa-butter-body-milk-200ml-13
